HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_ORIG, 0x00, 0x00
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_ANSWER, 0x00, 0x01
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_END, 0x00, 0x02
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_SUPS, 0x00, 0x03
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_PRIVACY_PREF, 0x00, 0x04
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_INFO_GET, 0x00, 0x05
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_INFO_LIST_GET, 0x00, 0x06
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_SETUP_RES, 0x00, 0x07
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_PDP_ACT_RES, 0x00, 0x08
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_PDP_MODIFY, 0x00, 0x09
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_RAB_REESTAB, 0x00, 0x0a
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_PS_DATA_AVAILABLE, 0x00, 0x0b
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_CC_COMPLETE_REORIG, 0x00, 0x0c
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_UMTS_CDMA_HANDOVER_REQ, 0x00, 0x0d
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_UMTS_CDMA_HANDOVER_CNF, 0x00, 0x0e
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_RECALL_RSP, 0x00, 0x0f
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_MO_MODIFY_REQ, 0x00, 0x10
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_MODIFY_RES, 0x00, 0x11
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_HANDOVER_REQ, 0x00, 0x12
HCI_SUBSYS_CM_CALL_CMD, HCI_CM_CALL_CMD_TTY_MODE, 0x00, 0x13
HCI_SUBSYS_CM_CALL_RSP, HCI_RSP_RETURN, 0x01, 0x00
HCI_SUBSYS_CM_CALL_RSP, HCI_RSP_CALLBACK, 0x01, 0x01
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_ORIG_EVT, 0x02, 0x00
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_ANSWER_EVT, 0x02, 0x01
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_END_REQ_EVT, 0x02, 0x02
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_END_EVT, 0x02, 0x03
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_SUPS_EVT, 0x02, 0x04
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_INCOM_EVT, 0x02, 0x05
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_CONNECT_EVT, 0x02, 0x06
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_SRV_OPT_EVT, 0x02, 0x07
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PRIVACY_EVT, 0x02, 0x08
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PRIVACY_PREF_EVT, 0x02, 0x09
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_CALLER_ID_EVT, 0x02, 0x0a

HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_ABRV_ALERT_EVT, 0x02, 0x0b
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_ABRV_REORDER_EVT, 0x02, 0x0c
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_ABRV_INTERCEPT_EVT, 0x02, 0x0d
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_SIGNAL_EVT, 0x02, 0x0e
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_DISPLAY_EVT, 0x02, 0x0f
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_CALLED_PARTY_EVT, 0x02, 0x10
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_CONNECTED_NUM_EVT, 0x02, 0x11
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_INFO_EVT, 0x02, 0x12
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_EXT_DISP_EVT, 0x02, 0x13
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_NDSS_START_EVT, 0x02, 0x14
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_NDSS_CONNECT_EVT, 0x02, 0x15

HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_EXT_BRST_INTL_EVT, 0x02, 0x16
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_NSS_CLIR_REC_EVT, 0x02, 0x17
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_NSS_REL_REC_EVT, 0x02, 0x18
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_NSS_AUD_CTRL_EVT, 0x02, 0x19
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_L2ACK_CALL_HOLD_EVT, 0x02, 0x1a
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_SETUP_IND_EVT, 0x02, 0x1b
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_SETUP_RES_EVT, 0x02, 0x1c
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_CALL_CONF_EVT, 0x02, 0x1d
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PDP_ACTIVATE_IND_EVT, 0x02, 0x1e
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PDP_ACTIVATE_RES_EVT, 0x02, 0x1f
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PDP_MODIFY_REQ_EVT, 0x02, 0x20
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PDP_MODIFY_IND_EVT, 0x02, 0x21
HCI_SUBSYS_CM_CALL_EVT, HCI_CM_CALL_PDP_MODIFY_REJ_EVT, 0x02, 0x22
